customer_id,label,predicted_proba,predicted_label,explanation
SYNID0200541889,0.0,0.0003927398,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200556823,0.0,0.0009885404,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200591513,0.0,0.979353,1,"Short hold time, High sale and high debit transfers, Frequent transaction and short hold time. Top features: High transaction_frequency_90d, Low median_hold_time_funds, High transaction_volume_90d, Satisfied is Holding Companies"
SYNID0200595968,0.0,0.024964234,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200598200,0.0,0.011717236,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200601216,0.0,0.0013720681,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200606438,0.0,0.0012526667,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200607748,0.0,0.009338463,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200616355,0.0,0.008125058,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200635875,0.0,0.00108073,0,Top features: Not satisfied is Holding Companies
SYNID0200642493,0.0,0.41673124,0,
SYNID0200663820,0.0,0.0024187579,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, High days_since_last_transaction, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200673561,0.0,0.005773211,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200734404,0.0,0.8731169,1,"Low channel diversification, Many transactions of the same amount. Top features: High transaction_ecommerce_ratio, Satisfied is General Freight Trucking Industry"
SYNID0200755574,1.0,0.9938235,1,"Short hold time, Low channel diversification, Many transactions of the same amount, High variability in EMT transfers. Top features: High transaction_frequency_90d, High cv_amt_emt, Low median_hold_time_funds, High transaction_ecommerce_ratio, Satisfied is Holding Companies"
SYNID0200755995,1.0,0.827033,1,"Top features: High transaction_frequency_90d, High transaction_volume_90d, Satisfied is Holding Companies"
SYNID0200764769,0.0,0.0009254202,0,Top features: Not satisfied is Holding Companies
SYNID0200771719,0.0,0.0012002119,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200787993,0.0,0.010700217,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200794066,0.0,0.026436256,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200795055,0.0,0.029301703,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200798374,0.0,0.090174705,0,"Short hold time, Many transactions of the same amount. Top features: Low transaction_frequency_90d, Low n_txn_total"
SYNID0200804387,0.0,0.013712127,0,"Top features: Low transaction_frequency_90d, Low cv_amt_emt"
SYNID0200810872,0.0,0.0014276446,0,Top features: Not satisfied is Holding Companies
SYNID0200817629,0.0,0.0068939943,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200856288,0.0,0.00065278605,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200857563,0.0,0.0023103138,0,"Top features: Low transaction_frequency_90d, Low n_txn_total"
SYNID0200861363,0.0,0.013417179,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200865648,0.0,0.0004040127,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200875060,0.0,0.008533338,0,Top features: Low transaction_frequency_90d
SYNID0200875219,0.0,0.0045693484,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200879436,0.0,0.008422315,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200882821,0.0,0.0022893678,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200890437,0.0,0.019154292,0,"Top features: Low transaction_frequency_90d, Low transaction_ecommerce_ratio"
SYNID0200906923,0.0,0.0085437,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200906997,0.0,0.058129374,0,Top features: Low transaction_ecommerce_ratio
SYNID0200916495,0.0,0.001719815,0,"Short hold time. Top features: Low transaction_frequency_90d, Low n_txn_total, High days_since_last_transaction"
SYNID0200917577,0.0,0.013245002,0,Top features: Low transaction_frequency_90d
SYNID0200937322,0.0,0.017182723,0,"Top features: Low cv_amt_emt, High median_hold_time_funds, Low transaction_ecommerce_ratio, Not satisfied is Holding Companies"
SYNID0200945958,0.0,0.0012996917,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200950641,0.0,0.00095798145,0,"Top features: Low cv_amt_emt, Not satisfied is Holding Companies"
SYNID0200951025,0.0,0.024692442,0,Top features: Low transaction_ecommerce_ratio
SYNID0200964390,0.0,0.011614083,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200970806,0.0,0.0011444826,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200978585,0.0,0.0032043029,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200991884,0.0,0.0014439409,0,Top features: Not satisfied is Holding Companies
SYNID0200000024,,0.010865716,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200000050,,0.008054415,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200000104,,0.0030219564,0,"Top features: Low transaction_frequency_90d, Low n_txn_total"
SYNID0200000167,,0.0013271435,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200000345,,0.0011861343,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200000439,,0.0120661985,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200000596,,0.068579465,0,Top features: Low transaction_ecommerce_ratio
SYNID0200000792,,0.009708939,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200000948,,0.00030631752,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200000984,,0.013232624,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200001071,,0.0040610246,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200001467,,0.00847294,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200001746,,0.005498471,0,"Top features: Low cv_amt_emt, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200001747,,0.01294348,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200001811,,0.009926362,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200002106,,0.00044535677,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200002118,,0.011959098,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200002297,,0.033006646,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200002418,,0.0040678903,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200002455,,0.0075927833,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200002728,,0.014122022,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200002991,,0.0041552335,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200003338,,0.00064182794,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200003557,,0.0014061761,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200003663,,0.009990591,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200004631,,0.6445696,1,"High transaction volume and low sales. Top features: High transaction_volume_90d, Satisfied is Holding Companies"
SYNID0200004651,,0.0025929813,0,"Top features: Low transaction_frequency_90d, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200005059,,0.008026776,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200005125,,0.054516412,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200005169,,0.0017730218,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200005510,,0.03081829,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200005514,,0.9044505,1,"High variability in EMT transfers. Top features: High cv_amt_emt, Satisfied is General Freight Trucking Industry"
SYNID0200005543,,0.008604948,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200005624,,0.0085213045,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200005642,,0.18403451,0,
SYNID0200005684,,0.00044535677,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200005735,,0.0044595203,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200005819,,0.6372,1,"High transaction volume and low sales. Top features: High transaction_volume_90d, Satisfied is General Freight Trucking Industry"
SYNID0200005824,,0.012533455,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Low transaction_ecommerce_ratio"
SYNID0200005828,,0.9815839,1,"Short hold time, Low channel diversification, Many transactions of the same amount, Frequent transaction and short hold time, High variability in EMT transfers. Top features: High cv_amt_emt, Satisfied is General Freight Trucking Industry"
SYNID0200005997,,0.017639562,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200006191,,0.011858221,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200006234,,0.0032606483,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200006305,,0.014347021,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200006425,,0.03587791,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200006504,,0.0128268525,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200006575,,0.00043158463,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200006796,,0.00042669324,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200006806,,0.00045701803,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200006850,,0.001410182,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200006871,,0.11449015,0,
SYNID0200006976,,0.0009254202,0,Top features: Not satisfied is Holding Companies
SYNID0200007051,,0.00044535677,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200007457,,0.024535106,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200007554,,0.040093616,0,Top features: Low transaction_ecommerce_ratio
SYNID0200007602,,0.97274745,1,"Short hold time, Low channel diversification, Many transactions of the same amount, Frequent transaction and short hold time, High variability in EMT transfers. Top features: High transaction_frequency_90d, Low median_hold_time_funds, High transaction_ecommerce_ratio, Satisfied is Holding Companies"
SYNID0200007617,,0.98460937,1,"Short hold time, High transaction volume and low sales, Frequent transaction and short hold time. Top features: High transaction_frequency_90d, Low median_hold_time_funds, High transaction_volume_90d, Satisfied is Holding Companies"
SYNID0200007635,,0.012613697,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200007833,,0.015857419,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200007973,,0.013020109,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200008035,,0.0083005745,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200008191,,0.5719022,1,"Short hold time. Top features: Low median_hold_time_funds, Satisfied is Holding Companies"
SYNID0200008489,,0.00048441114,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200008533,,0.0015060777,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200008622,,0.0020557353,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, High days_since_last_transaction, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200008724,,0.00057015184,0,"Top features: Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200008911,,0.016431237,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200008951,,0.020225886,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200009106,,0.9113497,1,"Many transactions of the same amount. Top features: High transaction_ecommerce_ratio, High std_amt_card, Satisfied is General Freight Trucking Industry"
SYNID0200009137,,0.0065140883,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200009367,,0.004977589,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200009382,,0.0012591124,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, High days_since_last_transaction"
SYNID0200009420,,0.01282748,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200009533,,0.0027951952,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200010049,,0.0003991279,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200010052,,0.0012526667,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200010153,,0.0011435356,0,Top features: Not satisfied is Holding Companies
SYNID0200010349,,0.0783118,0,
SYNID0200010424,,0.009920834,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200010433,,0.9759964,1,"High transaction volume and low sales, High variability in EMT transfers. Top features: High transaction_volume_90d, High cv_amt_eft, Satisfied is Holding Companies"
SYNID0200010618,,0.015100127,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200010640,,0.057759658,0,Top features: Low transaction_ecommerce_ratio
SYNID0200010662,,0.006792608,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200010703,,0.005166351,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200010851,,0.0003991279,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200011095,,0.0072425664,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200011153,,0.0003857612,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200011226,,0.05990376,0,"Many transactions of the same amount. Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200011553,,0.002209262,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200011568,,0.0074105863,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200011742,,0.0012417595,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200011816,,0.0003643637,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200011910,,0.9823508,1,"Short hold time, Low channel diversification, Many transactions of the same amount, Frequent transaction and short hold time, High variability in EMT transfers. Top features: High transaction_frequency_90d, Low median_hold_time_funds, High transaction_ecommerce_ratio, High std_amt_card, Satisfied is Holding Companies"
SYNID0200011958,,0.015256851,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200011991,,0.0012048291,0,Top features: Not satisfied is Holding Companies
SYNID0200012071,,0.013288541,0,"Top features: Low transaction_frequency_90d, Low transaction_ecommerce_ratio"
SYNID0200012310,,0.003491083,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200012399,,0.00545141,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200012532,,0.011512077,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200012646,,0.047748726,0,Top features: Low transaction_ecommerce_ratio
SYNID0200012890,,0.3031153,0,Short hold time. 
SYNID0200013069,,0.0004586641,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200013401,,0.016432894,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200013494,,0.0005728209,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200013496,,0.88511354,1,"High variability in EMT transfers. Top features: High cv_amt_emt, Satisfied is General Freight Trucking Industry"
SYNID0200013564,,0.019941948,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200013678,,0.0005887092,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200013778,,0.009622099,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200013887,,0.009234993,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200013894,,0.9361078,1,"Short hold time, High variability in EMT transfers. Top features: Low median_hold_time_funds, High std_amt_card, Satisfied is Offices of Lawyers and Notaries"
SYNID0200014269,,0.00044171436,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200014318,,0.017846666,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200014599,,0.8065341,1,"Many transactions of the same amount. Top features: High transaction_ecommerce_ratio, Satisfied is Estate, Trust and Agency Funds"
SYNID0200014821,,0.012993378,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200014852,,0.009813518,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200015031,,0.01097994,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Estate, Trust and Agency Funds, Not satisfied is Holding Companies"
SYNID0200015063,,0.98796296,1,"Short hold time, High transaction volume and low sales, Many transactions of the same amount, Frequent transaction and short hold time, High variability in EMT transfers. Top features: High transaction_frequency_90d, High transaction_ecommerce_ratio, Satisfied is General Freight Trucking Industry"
SYNID0200015077,,0.95253,1,"Short hold time, High transaction volume and low sales, Frequent transaction and short hold time. Top features: High transaction_frequency_90d, Low median_hold_time_funds, High transaction_volume_90d, Satisfied is General Freight Trucking Industry"
SYNID0200015187,,0.008953922,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200015193,,0.00048441114,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200015258,,0.0004131782,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200015286,,0.0072271302,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200015370,,0.98899835,1,"Short hold time, High transaction volume and low sales, Many transactions of the same amount, Frequent transaction and short hold time, High variability in EMT transfers. Top features: High transaction_frequency_90d, High transaction_volume_90d, High cv_amt_eft, Satisfied is Holding Companies"
SYNID0200015409,,0.9906102,1,"High transaction volume and low sales, Low channel diversification, Frequent transaction and short hold time. Top features: High transaction_frequency_90d, Low median_hold_time_funds, High transaction_volume_90d, Satisfied is Holding Companies"
SYNID0200015561,,0.0104212295,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200015647,,0.0009658769,0,Top features: Not satisfied is Holding Companies
SYNID0200015834,,0.010533901,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200015836,,0.0014058982,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200016250,,0.0051761903,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200016252,,0.862838,1,"High transaction volume and low sales. Top features: High transaction_volume_90d, Satisfied is Holding Companies"
SYNID0200016393,,0.0012526667,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200016399,,0.0020534133,0,"Top features: Low transaction_frequency_90d, Low n_txn_total, Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200016594,,0.002752471,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200016597,,0.007522779,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200016849,,0.0012002119,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200017043,,0.000977343,0,Top features: Not satisfied is Holding Companies
SYNID0200017227,,0.00043110785,0,"Top features: Low n_txn_total, Not satisfied is Holding Companies"
SYNID0200017287,,0.016744444,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200017376,,0.013107348,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200017467,,0.017244555,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200017537,,0.021342378,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200017743,,0.017127473,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200017800,,0.024849046,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
SYNID0200017939,,0.0130485725,0,"Top features: Not satisfied is General Freight Trucking Industry, Not satisfied is Holding Companies"
